ResponseId,MainBranch,Age,Employment,RemoteWork,Check,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,TechDoc,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,BuildvsBuy,TechEndorse,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,EmbeddedHaveWorkedWith,EmbeddedWantToWorkWith,EmbeddedAdmired,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MiscTechAdmired,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,ToolsTechAdmired,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,NEWCollabToolsAdmired,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackAsyncAdmired,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,OfficeStackSyncAdmired,AISearchDevHaveWorkedWith,AISearchDevWantToWorkWith,AISearchDevAdmired,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOHow,SOComm,AISelect,AISent,AIBen,AIAcc,AIComplex,AIToolCurrently Using,AIToolInterested in Using,AIToolNot interested in Using,AINextMuch more integrated,AINextNo change,AINextMore integrated,AINextLess integrated,AINextMuch less integrated,AIThreat,AIEthics,AIChallenges,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Frustration,ProfessionalTech,ProfessionalCloud,ProfessionalQuestion,Industry,JobSatPoints_1,JobSatPoints_4,JobSatPoints_5,JobSatPoints_6,JobSatPoints_7,JobSatPoints_8,JobSatPoints_9,JobSatPoints_10,JobSatPoints_11,SurveyLength,SurveyEase,ConvertedCompYearly,JobSat
44280,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;How-to videos;Video-based Online Courses,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,11,9,"Developer, full-stack",I don’t know,I have little or no influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2 Crowd,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Quality support system;Reputation for quality and excellence;Frequent updates to features;Connected to an open source project,United States of America,USD	United States dollar,100000.0,C#;HTML/CSS;JavaScript;PowerShell;Ruby;SQL,C#;HTML/CSS;SQL,C#;HTML/CSS;SQL,Microsoft SQL Server;SQLite,Microsoft SQL Server;SQLite,Microsoft SQL Server;SQLite,,,,ASP.NET;ASP.NET CORE;jQuery;React,ASP.NET CORE;Blazor,ASP.NET CORE,Rasberry Pi,,,.NET (5+) ;.NET Framework (1.0 - 4.8),.NET (5+) ;.NET MAUI,.NET (5+) ,Chocolatey;Docker;MSBuild;npm;NuGet;Visual Studio Solution,Godot;MSBuild;NuGet;Visual Studio Solution,MSBuild;NuGet;Visual Studio Solution,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio,Notepad++;Visual Studio,Ubuntu;Windows,Windows,Jira,Azure Devops,,Discord;Microsoft Teams,Discord,Discord,,,,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,"No, not really","No, and I don't plan to",,,,,,,,,,,,,,,,Yes,Individual contributor,9.0,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Never,Never,6-10 times a week,60-120 minutes a day,Less than 15 minutes a day,Amount of technical debt;Tracking my work;Showing my contributions,None of these,Hybrid (on-prem and cloud),Traditional public search engine,Other:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Appropriate in length,Neither easy nor difficult,,2.0
23687,I am a developer by profession,45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Professional development or self-paced learning from online courses,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Interactive tutorial;Video-based Online Courses;Written-based Online Courses;AI,API document(s) and/or SDK document(s);AI-powered search/dev tool (paid),28,25,Research & Development role,500 to 999 employees,I have little or no influence,Start a free trial,Is set up to be customized and needs to be engineered into a usable product,APIs;Integrated developer community;Reputation for quality and excellence,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,130000.0,JavaScript;Python,Scala,,Neo4J,Neo4J,Neo4J,,,,,,,,,,,,,Docker;Maven (build tool),Docker;Maven (build tool),Docker;Maven (build tool),IntelliJ IDEA;Visual Studio Code,IntelliJ IDEA;Visual Studio Code,IntelliJ IDEA;Visual Studio Code,MacOS,MacOS,Miro;Obsidian;Trello,Obsidian,Obsidian,Google Meet;Slack,Google Meet;Slack,Google Meet;Slack,Google Gemini,Google Gemini,Google Gemini,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions;Engage with community by commenting on questions and answers or voting on questions and answers;Learning new-to-me technology/techniques,"Yes, somewhat",Yes,Favorable,Increase productivity;Speed up learning,Neither trust nor distrust,Bad at handling complex tasks,Writing code;Debugging and getting help;Search for answers,Learning about a codebase;Documenting code;Testing code;Committing and reviewing code;Generating content or synthetic data,Project planning;Deployment and monitoring;Predictive analytics,,,Writing code;Debugging and getting help;Search for answers,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Imitating a person's likeness;Energy demand,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,Individual contributor,25.0,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,1-2 times a week,10+ times a week,1-2 times a week,Over 120 minutes a day,30-60 minutes a day,None of these,Automated testing;Observability tools;AI-assisted technology tool(s);Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Hybrid (on-prem and cloud),AI-powered search (paid),Software Development,80.0,0.0,0.0,0.0,80.0,0.0,100.0,0.0,0.0,Appropriate in length,Easy,165604.0,8.0
11668,I am a developer by profession,18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Stack Overflow;AI,API document(s) and/or SDK document(s);User guides or README files found in the source repository;AI-powered search/dev tool (free),3,3,"Developer, mobile",100 to 499 employees,I have little or no influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2 Crowd;Research companies that have advertised on sites I visit,Out-of-the-box is ready to go with little need for customization,APIs,Brazil,BRL	Brazilian real,89596.0,Dart;HTML/CSS;Kotlin;SQL;Swift,Dart;Java;JavaScript;Kotlin;Swift,Dart;Kotlin;Swift,MongoDB,MongoDB,MongoDB,Amazon Web Services (AWS);Firebase,Amazon Web Services (AWS);Firebase,Amazon Web Services (AWS);Firebase,,,,,,,Flutter;SwiftUI,Flutter;React Native;SwiftUI,Flutter;SwiftUI,Docker,Docker,Docker,Visual Studio;Xcode,Visual Studio;Xcode,Visual Studio;Xcode,Android;iOS;iPadOS;MacOS,Android;iOS;iPadOS;MacOS,Trello,,,Discord;Google Meet;Skype;Slack;Whatsapp,Discord;Google Meet;Skype;Slack;Whatsapp,Discord;Google Meet;Skype;Slack;Whatsapp,ChatGPT,ChatGPT,ChatGPT,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,Quickly finding code solutions,"Yes, somewhat",Yes,Favorable,Increase productivity,Neither trust nor distrust,Bad at handling complex tasks,Writing code;Debugging and getting help;Testing code;Search for answers,Generating content or synthetic data,Learning about a codebase;Project planning;Documenting code;Committing and reviewing code;Deployment and monitoring;Predictive analytics,,Writing code;Debugging and getting help;Search for answers,,Testing code,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities,"Lack of proper training and education on new tools;They create more work (more code/PRs to review, etc.)",Yes,People manager,3.0,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Never,1-2 times a week,Never,60-120 minutes a day,30-60 minutes a day,Maintaining security of code being produced;Patching/updating core components,DevOps function;Automated testing;Microservices;Continuous integration (CI) and (more often) continuous delivery,Hybrid (on-prem and cloud),Traditional public search engine,Software Development,70.0,80.0,70.0,80.0,100.0,60.0,60.0,100.0,100.0,Too long,Easy,16709.0,6.0
62820,I code primarily as a hobby,Prefer not to say,Retired,,Apples,,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17081,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed;Employed, part-time",In-person,Apples,Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);Social Media;How-to videos;Video-based Online Courses;Certification videos,API document(s) and/or SDK document(s);Traditional public search engine,10,10,Data engineer,"Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit,Out-of-the-box is ready to go with little need for customization,Integrated developer community;Connected to an open source project,Sweden,SEK	Swedish krona,,Bash/Shell (all shells);C#;HTML/CSS;Python;R;Ruby;Scala;SQL;Visual Basic (.Net),Bash/Shell (all shells);C#;HTML/CSS;Python;Scala;SQL;Visual Basic (.Net),Bash/Shell (all shells);C#;HTML/CSS;Python;Scala;SQL;Visual Basic (.Net),BigQuery;Cassandra;Databricks SQL;Dynamodb;Elasticsearch;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;Solr;SQLite,Cockroachdb;Couchbase;Dynamodb;Elasticsearch;MariaDB;MongoDB;PostgreSQL;Redis;Solr;SQLite,Dynamodb;Elasticsearch;MariaDB;MongoDB;PostgreSQL;Redis;Solr;SQLite,Digital Ocean;Firebase;Heroku,,,ASP.NET;Django;React,AngularJS;Django;Flask;React;Vue.js,Django;React,Ninja,Ninja,Ninja,Apache Kafka;Apache Spark;CUDA;Keras;mlflow;NumPy;Pandas;RabbitMQ;Scikit-Learn;TensorFlow;Tidyverse;Torch/PyTorch,Apache Kafka;Apache Spark;CUDA;Keras;mlflow;NumPy;Pandas;RabbitMQ;Scikit-Learn;TensorFlow,Apache Kafka;Apache Spark;CUDA;Keras;mlflow;NumPy;Pandas;RabbitMQ;Scikit-Learn;TensorFlow,Docker;Gradle;Kubernetes;Pip,Docker;Kubernetes;Yarn,Docker;Kubernetes,IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;RStudio;Spyder;Vim;Visual Studio;Visual Studio Code,IntelliJ IDEA;IPython;Spyder;Vim,IntelliJ IDEA;IPython;Spyder;Vim,Other Linux-based;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Other Linux-based;Ubuntu;Windows Subsystem for Linux (WSL),Azure Devops;GitHub Discussions;Trello,Clickup;GitHub Discussions;Trello,GitHub Discussions;Trello,Slack;Telegram;Whatsapp;Zoom,Slack;Telegram;Zoom,Slack;Telegram;Zoom,ChatGPT;OpenAI Codex,ChatGPT;OpenAI Codex,ChatGPT;OpenAI Codex,Stack Overflow;Stack Exchange;Stack Overflow Blog or Podcast;Overflow API,Daily or almost daily,Yes,A few times per month or weekly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions;Engage with community by commenting on questions and answers or voting on questions and answers;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques;Other (please specify):,"Yes, definitely",Yes,Very favorable,Increase productivity,Somewhat trust,"Good, but not great at handling complex tasks",Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code,,Predictive analytics,,Deployment and monitoring;Search for answers;Generating content or synthetic data,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints,Lack of proper training and education on new tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,,
19754,I am a developer by profession,45-54 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Apples,Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Books;Written Tutorials;Stack Overflow;How-to videos;Auditory material (e.g., podcasts)",API document(s) and/or SDK document(s);User guides or README files found in the source repository;AI-powered search/dev tool (free),15,12,"Developer, full-stack",10 to 19 employees,I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Out-of-the-box is ready to go with little need for customization,APIs;Frequent updates to features,Australia,AUD	Australian dollar,150000.0,HTML/CSS;JavaScript;PHP;Python;R;SQL;TypeScript,Python;R;TypeScript,Python;R;TypeScript,Dynamodb;Elasticsearch;MariaDB;MySQL;PostgreSQL;SQLite,Elasticsearch;MySQL;PostgreSQL,Elasticsearch;MySQL;PostgreSQL,Amazon Web Services (AWS);Cloudflare,Amazon Web Services (AWS),Amazon Web Services (AWS),Angular;AngularJS;Django;Laravel;React;Symfony;Vue.js;WordPress;Yii 2,Django;React;Yii 2,Django;React;Yii 2,,,,NumPy;Pandas;RabbitMQ;React Native,NumPy;Pandas;React Native,NumPy;Pandas;React Native,Docker;Terraform,Docker;Terraform,Docker;Terraform,PhpStorm;RStudio;Visual Studio Code,PhpStorm;RStudio;Visual Studio Code,PhpStorm;RStudio;Visual Studio Code,Ubuntu;Windows,Debian;MacOS;Windows,Airtable;Jira,Jira,Jira,Discord;Google Meet;Microsoft Teams;Slack;Telegram;Whatsapp;Zoom,Slack,Slack,ChatGPT;GitHub Copilot;Google Gemini,ChatGPT;GitHub Copilot;Google Gemini,ChatGPT;GitHub Copilot;Google Gemini,Stack Overflow;Stack Exchange,Daily or almost daily,No,,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques,"No, not at all",Yes,Favorable,Increase productivity,Somewhat trust,"Good, but not great at handling complex tasks",Learning about a codebase;Writing code;Documenting code;Debugging and getting help,Project planning;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers,Generating content or synthetic data,,,Learning about a codebase;Writing code;Documenting code;Debugging and getting help,,,No,Circulating misinformation or disinformation;Biased results that do not represent diverse viewpoints;Imitating a person's likeness,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge;Lack of proper training and education on new tools;Not everyone uses them",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,99099.0,
53417,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,Apples,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;On the job training;School (i.e., University, College, etc);Online Courses or Certification",,,10,1,"Developer, QA or test","10,000 or more employees",I have little or no influence,Ask developers I know/work with;Ask a generative AI tool,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Integrated developer community;Reputation for quality and excellence,United States of America,USD	United States dollar,90000.0,Python,C++;Python;Rust,Python,,,,,,,,,,LLVM's Clang,Rasberry Pi,,NumPy;Pandas,CUDA,,Pip,Chocolatey,,Jupyter Notebook/JupyterLab;Visual Studio Code,,,MacOS;Windows,Windows,Markdown File;Redmine;Wikis,Jira,,Microsoft Teams,,,,,,Stack Overflow;Stack Exchange,A few times per week,No,,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,Neutral,Yes,Favorable,Increase productivity,Somewhat trust,Bad at handling complex tasks,Learning about a codebase;Writing code,Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Search for answers;Generating content or synthetic data,Project planning;Predictive analytics,,,Learning about a codebase;Writing code,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints;Imitating a person's likeness,Not everyone uses them;We don’t have the right policies in place to reduce security risks,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,,
34466,I am learning to code,18-24 years old,"Student, full-time",,Apples,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Social Media;Video-based Online Courses;Written-based Online Courses;AI;Certification videos,User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine;AI-powered search/dev tool (paid),3,,Student,,,,,,Switzerland,,,C#;HTML/CSS;PHP;SQL,C++;Clojure;Java;Python;SQL,SQL,MariaDB;MySQL,MySQL,MySQL,,,,Laravel,Laravel;Vue.js,Laravel,Arduino,Arduino,Arduino,.NET (5+) ;.NET Framework (1.0 - 4.8),OpenGL,,Composer,,,Visual Studio;Visual Studio Code,Visual Studio Code,Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),,Doxygen,,,Discord;Microsoft Teams;Whatsapp,Discord,Discord,ChatGPT,ChatGPT,ChatGPT,Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,"No, not really",Yes,Favorable,Increase productivity;Speed up learning;Make workload more manageable,Somewhat trust,"Good, but not great at handling complex tasks",Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Search for answers;Generating content or synthetic data,Learning about a codebase;Project planning,Deployment and monitoring;Predictive analytics,Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Search for answers;Generating content or synthetic data,,Writing code,,,I'm not sure,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities,"AI tools lack context of codebase,  internal architecture, and/or company knowledge;Lack of executive buy-in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,,
56227,I am a developer by profession,18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)",Technical documentation;Books;Written Tutorials;Stack Overflow;How-to videos;AI,API document(s) and/or SDK document(s);First-party knowledge base;Traditional public search engine;AI-powered search/dev tool (free),5,Less than 1 year,"Developer, full-stack",20 to 99 employees,I have little or no influence,Ask developers I know/work with;Visit developer communities like Stack Overflow,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Reputation for quality and excellence;Frequent updates to features,Canada,CAD	Canadian dollar,76000.0,HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,HTML/CSS;Java;JavaScript;Python;TypeScript,HTML/CSS;Java;JavaScript;Python;TypeScript,Dynamodb;MongoDB;Neo4J;PostgreSQL,MongoDB;Neo4J;PostgreSQL,MongoDB;Neo4J;PostgreSQL,Amazon Web Services (AWS);Vercel,Firebase;Vercel,Vercel,Express;NestJS;Next.js;React;Ruby on Rails,Express;Next.js;Nuxt.js;React;Vue.js,Express;Next.js;React,,,,React Native,Flutter;React Native,React Native,Chocolatey;Docker;Homebrew;Maven (build tool);npm;Pip;Yarn,Docker;Homebrew;npm;Pip;Yarn,Docker;Homebrew;npm;Pip;Yarn,IntelliJ IDEA;Jupyter Notebook/JupyterLab;Visual Studio Code,IntelliJ IDEA;Visual Studio Code,IntelliJ IDEA;Visual Studio Code,Windows,MacOS;Windows,Confluence;Markdown File,Markdown File,Markdown File,Discord;Google Meet;Microsoft Teams;Slack,Discord;Google Meet,Discord;Google Meet,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,Neutral,Yes,Very favorable,Increase productivity;Speed up learning,Neither trust nor distrust,Bad at handling complex tasks,Writing code;Debugging and getting help;Search for answers;Generating content or synthetic data,Learning about a codebase;Testing code,Project planning;Documenting code;Committing and reviewing code;Deployment and monitoring;Predictive analytics,,Search for answers;Generating content or synthetic data,Writing code;Debugging and getting help,,,I'm not sure,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints;Imitating a person's likeness;Energy demand,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,Individual contributor,,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,1-2 times a week,3-5 times a week,Never,60-120 minutes a day,15-30 minutes a day,Complexity of tech stack for deployment;None of these,DevOps function;Automated testing;Observability tools;Knowledge sharing community;AI-assisted technology tool(s);Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),Traditional public search engine,Software Development,15.0,3.0,0.0,25.0,25.0,25.0,4.0,0.0,3.0,Appropriate in length,Easy,,9.0
53049,I am a developer by profession,18-24 years old,"Employed, full-time",Remote,Apples,Hobby,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Blogs;Stack Overflow;How-to videos;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges)",API document(s) and/or SDK document(s),7,5,"Developer, mobile",100 to 499 employees,I have little or no influence,Start a free trial;Ask developers I know/work with,Is ready-to-go but also customizable for growth and targeted use cases,Quality support system;Reputation for quality and excellence,Italy,EUR European Euro,25000.0,C;C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;Swift,Kotlin;Swift,Kotlin;Swift,MariaDB;Microsoft SQL Server;MySQL;SQLite,,,Firebase;VMware,Firebase,Firebase,Spring Boot;WordPress,,,Arduino;Rasberry Pi,Rasberry Pi,Rasberry Pi,.NET (5+) ;.NET Framework (1.0 - 4.8);Flutter;React Native;Spring Framework,SwiftUI,,Dagger;Gradle;Homebrew;Maven (build tool);npm;NuGet;Pip,Dagger;Docker;Gradle;Homebrew,Dagger;Gradle;Homebrew,Android Studio;Eclipse;IntelliJ IDEA;Notepad++;Vim;Visual Studio;Visual Studio Code;Xcode,Android Studio;IntelliJ IDEA;Visual Studio Code;Xcode,Android Studio;IntelliJ IDEA;Visual Studio Code;Xcode,Android;iOS;iPadOS;MacOS;Ubuntu;Windows,Android;iOS;iPadOS;MacOS,Confluence;GitHub Discussions;Jira;Markdown File;Miro;Redmine;Trello,Confluence;GitHub Discussions;Jira;Markdown File;Miro,Confluence;GitHub Discussions;Jira;Markdown File;Miro,Cisco Webex Teams;Discord;Microsoft Teams;Rocketchat;Skype;Slack;Telegram;Whatsapp;Zoom,Discord;Microsoft Teams;Slack,Discord;Microsoft Teams;Slack,ChatGPT;Google Gemini,ChatGPT;Google Gemini,ChatGPT;Google Gemini,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Engage with community by commenting on questions and answers or voting on questions and answers,Neutral,Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning,Somewhat trust,"Good, but not great at handling complex tasks",Writing code;Search for answers,Project planning;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics,Generating content or synthetic data,Search for answers,,Writing code,,,Yes,Biased results that do not represent diverse viewpoints;Other (please specify):,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,Individual contributor,5.0,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Strongly agree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,None of these,DevOps function;Automated testing;Observability tools;Knowledge sharing community;AI-assisted technology tool(s);Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Innersource initiative,Hybrid (on-prem and cloud),A coworker,Media & Advertising Services,100.0,0.0,100.0,100.0,100.0,10.0,70.0,100.0,100.0,Appropriate in length,Easy,,10.0
14965,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed;Student, part-time",Remote,Apples,Contribute to open-source projects;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Stack Overflow;Coding sessions (live or recorded);Social Media,API document(s) and/or SDK document(s);User guides or README files found in the source repository,15,5,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Ask developers I know/work with,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Reputation for quality and excellence;Connected to an open source project,Germany,EUR European Euro,,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Rust;TypeScript,HTML/CSS;JavaScript;Lua;Rust;TypeScript,HTML/CSS;JavaScript;Lua;Rust;TypeScript,MongoDB;SQLite,,,Digital Ocean,,,Express;jQuery;Node.js,Node.js;Svelte,Node.js,Cargo,Cargo,Cargo,Electron,,,npm;Pacman;pnpm;Vite,npm;pnpm;Vite,npm;pnpm;Vite,Neovim,Neovim,Neovim,Arch,Arch,GitHub Discussions;Miro,GitHub Discussions;Miro,GitHub Discussions;Miro,Discord;Signal,Signal,Signal,GitHub Copilot,GitHub Copilot,GitHub Copilot,Stack Overflow,A few times per week,No,,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not at all",Yes,Favorable,Increase productivity;Greater efficiency,Somewhat distrust,Bad at handling complex tasks,Writing code;Documenting code,Debugging and getting help;Testing code;Committing and reviewing code;Predictive analytics;Search for answers,Learning about a codebase;Project planning;Deployment and monitoring;Generating content or synthetic data,,Writing code;Documenting code,,,,No,Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Energy demand,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,,
